"sample_type" "gene" "expression_level"
"4893" "Normal" "ESR1" 2.32
"4894" "Normal" "ESR1" 1.56
"4895" "Normal" "ESR1" 2.94
"4896" "Normal" "ESR1" -0.16
"4897" "Normal" "ESR1" 1.64
"4898" "Normal" "ESR1" 0.86
"4899" "Normal" "ESR1" 1.96
"4900" "Normal" "ESR1" 1.6
"4901" "Normal" "ESR1" 0.82
"4902" "Normal" "ESR1" 0.62
"4903" "Normal" "ESR1" 1.57
"4904" "Normal" "ESR1" 1.77
"4905" "Normal" "ESR1" -2.13
"4906" "Normal" "ESR1" 1.78
"4907" "Normal" "ESR1" 1.52
"4908" "Normal" "ESR1" 0.77
"4909" "Normal" "ESR1" 2.51
"4910" "Normal" "ESR1" 0.76
"4911" "Normal" "ESR1" 1.55
"4912" "Normal" "ESR1" 0.99
"4913" "Normal" "ESR1" 1.72
"4914" "Normal" "ESR1" 3.38
"4915" "Normal" "ESR1" 3.08
"4916" "Normal" "ESR1" 1.54
"4917" "Normal" "ESR1" 2.15
"4918" "Normal" "ESR1" -0.92
"4919" "Normal" "ESR1" -0.45
"4920" "Normal" "ESR1" 2.43
"4921" "Normal" "ESR1" 1.06
"4922" "Normal" "ESR1" 2.49
"4923" "Normal" "ESR1" 0.8
"4924" "Normal" "ESR1" 1.74
"4925" "Normal" "ESR1" 0.8
"4926" "Normal" "ESR1" 1.29
"4927" "Normal" "ESR1" 1.45
"4928" "Normal" "ESR1" 0.61
"4929" "Normal" "ESR1" 0.42
"4930" "Normal" "ESR1" 1.12
"4931" "Normal" "ESR1" 0.97
"4932" "Normal" "ESR1" 1.9
"4933" "Normal" "ESR1" 3.57
"4934" "Normal" "ESR1" 1.58
"4935" "Normal" "ESR1" 1.64
"4936" "Normal" "ESR1" 2.28
"4937" "Normal" "ESR1" 1.64
"4938" "Normal" "ESR1" 1.28
"4939" "Normal" "ESR1" 1.59
"4940" "Normal" "ESR1" 0.66
"4941" "Normal" "ESR1" 1.68
"4942" "Normal" "ESR1" 4.34
"4943" "Normal" "ESR1" 2.7
"4944" "Normal" "ESR1" 1.72
"4945" "Normal" "ESR1" 2.23
"4946" "Normal" "ESR1" 0.98
"4947" "Normal" "ESR1" 0.92
"4948" "Normal" "ESR1" 2.66
"4949" "Normal" "ESR1" 0.48
"4950" "Normal" "ESR1" 1.04
"4951" "Normal" "ESR1" 1.39
"4952" "Normal" "ESR1" 1.56
"4953" "Normal" "ESR1" 3.21
"4954" "Normal" "ESR1" -0.19
"4955" "Normal" "ESR1" 1.55
"4956" "Normal" "ESR1" 3.03
"4957" "Normal" "ESR1" 1.4
"4958" "Normal" "ESR1" 0.32
"4959" "Normal" "ESR1" 1.37
"4960" "Normal" "ESR1" 2.14
"4961" "Normal" "ESR1" 2.42
"4962" "Normal" "ESR1" 1.74
"4963" "Normal" "ESR1" 3.29
"4964" "Normal" "ESR1" 1.03
"4965" "Normal" "ESR1" 0.27
"4966" "Normal" "ESR1" 0.6
"4967" "Normal" "ESR1" 1.25
"4968" "Normal" "ESR1" 2.17
"4969" "Normal" "ESR1" 2.15
"4970" "Normal" "ESR1" 0.87
"4971" "Normal" "ESR1" 1.03
"4972" "Normal" "ESR1" 2.46
"4973" "Normal" "ESR1" 1.98
"4974" "Normal" "ESR1" 2.16
"4975" "Normal" "ESR1" 2.01
"4976" "Normal" "ESR1" 0
"4977" "Normal" "ESR1" 0.88
"4978" "Normal" "ESR1" 2.07
"4979" "Normal" "ESR1" 0.84
"4980" "Normal" "ESR1" 0.84
"4981" "Normal" "ESR1" 1.14
"4982" "Normal" "ESR1" 0.54
"4983" "Normal" "ESR1" 2.72
"4984" "Normal" "ESR1" 0.35
"4985" "Normal" "ESR1" 2.72
"4986" "Normal" "ESR1" 2.18
"4987" "Normal" "ESR1" 1.68
"4988" "Normal" "ESR1" 1.6
"4989" "Normal" "ESR1" 1.53
"4990" "Normal" "ESR1" 1.92
"4991" "Normal" "ESR1" 3.18
"4992" "Normal" "ESR1" 1.66
"4993" "Normal" "ESR1" -4.23
"4994" "Normal" "ESR1" 1.12
"4995" "Normal" "ESR1" 1.5
"4996" "Normal" "ESR1" 3.7
"4997" "Normal" "ESR1" 2.56
"4998" "Normal" "ESR1" 1.85
"4999" "Normal" "ESR1" 1.62
"5000" "Normal" "ESR1" 1.31
"5001" "Normal" "ESR1" 0.02
"5002" "Normal" "ESR1" 2.11
"5003" "Normal" "ESR1" 1.94
"5004" "Normal" "ESR1" 0.64
"5005" "Normal" "ESR1" 2.6
"5006" "Normal" "ESR1" 2.03
"5007" "Normal" "ESR1" 1.69
"5008" "Normal" "ESR1" 1.06
"5009" "Normal" "ESR1" 1.58
"5010" "Normal" "ESR1" 1.26
"5011" "Normal" "ESR1" 0.3
"5012" "Normal" "ESR1" 1.32
"5013" "Normal" "ESR1" 1.55
"5014" "Normal" "ESR1" 2.8
"5015" "Normal" "ESR1" 2.12
"5016" "Normal" "ESR1" 0.19
"5017" "Normal" "ESR1" 2.37
"5018" "Normal" "ESR1" 1.1
"5019" "Normal" "ESR1" 1.29
"5020" "Normal" "ESR1" 1.04
"5021" "Normal" "ESR1" 1.34
"5022" "Normal" "ESR1" 0.81
"5023" "Normal" "ESR1" 1.69
"5024" "Normal" "ESR1" 2.22
"5025" "Normal" "ESR1" 2.61
"5026" "Normal" "ESR1" 1.78
"5027" "Normal" "ESR1" 1.69
"5028" "Normal" "ESR1" 2.61
"5029" "Normal" "ESR1" 1.77
"5030" "Normal" "ESR1" 3.13
"5031" "Normal" "ESR1" 1.4
"5032" "Normal" "ESR1" 1.86
"5033" "Normal" "ESR1" 0.93
"5034" "Normal" "ESR1" 2.16
"5035" "Normal" "ESR1" 0.98
"5036" "Normal" "ESR1" 1.93
"5037" "Normal" "ESR1" 1.29
"5038" "Normal" "ESR1" -0.3
"5039" "Normal" "ESR1" 0.68
"5040" "Normal" "ESR1" 2.53
"5041" "Normal" "ESR1" -1.58
"5042" "Normal" "ESR1" 2.34
"5043" "Normal" "ESR1" 2.61
"5044" "Normal" "ESR1" 1.86
"5045" "Normal" "ESR1" 1.33
"5046" "Normal" "ESR1" 0.96
"5047" "Normal" "ESR1" 2.88
"5048" "Normal" "ESR1" 1.66
"5049" "Normal" "ESR1" 1.77
"5050" "Normal" "ESR1" 1.8
"5051" "Normal" "ESR1" 0.85
"5052" "Normal" "ESR1" 1.87
"5053" "Normal" "ESR1" 1.36
"5054" "Normal" "ESR1" 0.69
"5055" "Normal" "ESR1" 1.23
"5056" "Normal" "ESR1" -3.93
"5057" "Normal" "ESR1" 1.98
"5058" "Normal" "ESR1" 2.21
"5059" "Normal" "ESR1" 2.12
"5060" "Normal" "ESR1" 3.54
"5061" "Normal" "ESR1" 1.12
"5062" "Normal" "ESR1" 2.43
"5063" "Normal" "ESR1" -0.87
"5064" "Normal" "ESR1" -2.31
"5065" "Normal" "ESR1" 1.47
"5066" "Normal" "ESR1" -0.6
"5067" "Normal" "ESR1" -0.81
"5068" "Normal" "ESR1" -3.01
"5069" "Normal" "ESR1" -4.14
"5070" "Normal" "ESR1" -3.04
"5071" "Normal" "ESR1" -2.99
"5072" "Normal" "ESR1" -3.71
"5073" "Normal" "ESR1" -2.82
"5074" "Normal" "ESR1" -2.83
"5075" "Normal" "ESR1" -4.23
"5076" "Normal" "ESR1" -3.12
"5077" "Normal" "ESR1" -1.73
"5078" "Normal" "ESR1" -4.1
"5079" "Normal" "ESR1" -4.3
"5080" "Normal" "ESR1" -3.33
"5081" "Normal" "ESR1" -2.85
"5082" "Normal" "ESR1" -2.65
"5083" "Normal" "ESR1" -0.81
"5084" "Normal" "ESR1" -4.37
"5085" "Normal" "ESR1" -4.78
"5086" "Normal" "ESR1" -2.49
"5087" "Normal" "ESR1" -3.44
"5088" "Normal" "ESR1" -5.2
"5089" "Normal" "ESR1" -1.31
"5090" "Normal" "ESR1" -3.89
"5091" "Normal" "ESR1" -3.32
"5092" "Normal" "ESR1" -3.05
"5093" "Normal" "ESR1" -2.5
"5094" "Normal" "ESR1" -0.13
"5095" "Normal" "ESR1" -4.25
"5096" "Normal" "ESR1" -1.55
"5097" "Normal" "ESR1" -2.8
"5098" "Normal" "ESR1" -1.83
"5099" "Normal" "ESR1" -2.46
"5100" "Normal" "ESR1" -3.58
"5101" "Normal" "ESR1" -2.54
"5102" "Normal" "ESR1" -0.79
"5103" "Normal" "ESR1" -2.76
"5104" "Normal" "ESR1" -2.66
"5105" "Normal" "ESR1" -3.46
"5106" "Normal" "ESR1" 0.42
"5107" "Normal" "ESR1" -3.3
"5108" "Normal" "ESR1" -3.73
"5109" "Normal" "ESR1" -2.86
"5110" "Normal" "ESR1" -3.23
"5111" "Normal" "ESR1" -3.46
"5112" "Normal" "ESR1" -4.84
"5113" "Normal" "ESR1" -3.81
"5114" "Normal" "ESR1" -3.37
"5115" "Normal" "ESR1" -1.47
"5116" "Normal" "ESR1" -1.45
"5117" "Normal" "ESR1" -4.05
"5118" "Normal" "ESR1" -3.06
"5119" "Normal" "ESR1" -3.37
"5120" "Normal" "ESR1" -3.8
"5121" "Normal" "ESR1" -2.88
"5122" "Normal" "ESR1" -3.54
"5123" "Normal" "ESR1" -2.16
"5124" "Normal" "ESR1" -2.78
"5125" "Normal" "ESR1" -3.79
"5126" "Normal" "ESR1" -3.24
"5127" "Normal" "ESR1" -1.45
"5128" "Normal" "ESR1" -3.56
"5129" "Normal" "ESR1" -2.74
"5130" "Normal" "ESR1" -4.46
"5131" "Normal" "ESR1" -2.83
"5132" "Normal" "ESR1" -3.57
"5133" "Normal" "ESR1" -3.7
"5134" "Normal" "ESR1" -3.17
"5135" "Normal" "ESR1" -3.03
"5136" "Normal" "ESR1" -2.73
"5137" "Normal" "ESR1" -3.58
"5138" "Normal" "ESR1" -3.53
"5139" "Normal" "ESR1" -3.08
"5140" "Normal" "ESR1" -0.88
"5141" "Normal" "ESR1" -2.92
"5142" "Normal" "ESR1" -3.56
"5143" "Normal" "ESR1" -3.96
"5144" "Normal" "ESR1" -3.86
"5145" "Normal" "ESR1" -1.88
"5146" "Normal" "ESR1" -3.45
"5147" "Normal" "ESR1" -0.34
"5148" "Normal" "ESR1" -3.91
"5149" "Normal" "ESR1" -2
"5150" "Normal" "ESR1" -4.03
"5151" "Normal" "ESR1" -2.22
"5152" "Normal" "ESR1" -2.64
"5153" "Normal" "ESR1" -4.8
"5154" "Normal" "ESR1" -3.12
"5155" "Normal" "ESR1" -3.34
"5156" "Normal" "ESR1" -4.48
"5157" "Normal" "ESR1" -3.66
"5158" "Normal" "ESR1" -4.84
"5159" "Normal" "ESR1" -1.22
"5160" "Normal" "ESR1" -3.02
"5161" "Normal" "ESR1" -2.67
"5162" "Normal" "ESR1" -2.08
"5163" "Normal" "ESR1" -2.17
"5164" "Normal" "ESR1" -3.72
"5165" "Normal" "ESR1" -2.97
"5166" "Normal" "ESR1" -4.25
"5167" "Normal" "ESR1" -2.49
"5168" "Normal" "ESR1" -3.18
"5169" "Normal" "ESR1" -2.68
"5170" "Normal" "ESR1" -2.67
"5171" "Normal" "ESR1" -2.9
"5172" "Normal" "ESR1" -3.76
"5173" "Normal" "ESR1" -2.23
"5174" "Normal" "ESR1" -3.06
"5175" "Normal" "ESR1" -4.32
"5176" "Normal" "ESR1" -2.66
"5177" "Normal" "ESR1" -2.7
"5178" "Normal" "ESR1" -1.64
"5179" "Normal" "ESR1" -3.22
"5180" "Normal" "ESR1" -3.68
"5181" "Normal" "ESR1" -1.84
"5182" "Normal" "ESR1" -2.67
"5183" "Normal" "ESR1" -2.86
"5184" "Normal" "ESR1" -3.05
"5185" "Normal" "ESR1" -3.56
"5186" "Normal" "ESR1" -2.87
"5187" "Normal" "ESR1" -3.59
"5188" "Normal" "ESR1" -5.01
"5189" "Normal" "ESR1" -3.04
"5190" "Normal" "ESR1" -4.7
"5191" "Normal" "ESR1" -2.59
"5192" "Normal" "ESR1" -4.01
"5193" "Normal" "ESR1" -1.15
"5194" "Normal" "ESR1" -3.67
"5195" "Normal" "ESR1" -2.88
"5196" "Normal" "ESR1" -4.21
"5197" "Normal" "ESR1" -2
"5198" "Normal" "ESR1" -3.32
"5199" "Normal" "ESR1" -2.9
"5200" "Normal" "ESR1" -3.12
"5201" "Normal" "ESR1" -3.07
"5202" "Normal" "ESR1" -0.31
"5203" "Normal" "ESR1" -3.06
"5204" "Normal" "ESR1" -2.98
"5205" "Normal" "ESR1" -3.23
"5206" "Normal" "ESR1" -4.04
"5207" "Normal" "ESR1" -2.32
"5208" "Normal" "ESR1" -1.85
"5209" "Normal" "ESR1" 0.34
"5210" "Normal" "ESR1" -2.15
"5211" "Normal" "ESR1" -3.57
"5212" "Normal" "ESR1" -3.3
"5213" "Normal" "ESR1" -3.54
"5214" "Normal" "ESR1" -2.39
"5215" "Normal" "ESR1" -3.04
"5216" "Normal" "ESR1" -4.26
"5217" "Normal" "ESR1" -4.02
"5218" "Normal" "ESR1" -3.2
"5219" "Normal" "ESR1" -2.23
"5220" "Normal" "ESR1" -3.52
"5221" "Tumor" "MUC1" 1.65
"5222" "Tumor" "MUC1" 3.08
"5223" "Tumor" "MUC1" 2.98
"5224" "Tumor" "MUC1" -1.92
"5225" "Tumor" "MUC1" -1.17
"5226" "Tumor" "MUC1" 3.53
"5227" "Tumor" "MUC1" -1.46
"5228" "Tumor" "MUC1" -0.99
"5229" "Tumor" "MUC1" 0.67
"5230" "Tumor" "MUC1" 0.01
"5231" "Tumor" "MUC1" 1.04
"5232" "Tumor" "MUC1" 1.9
"5233" "Tumor" "MUC1" -0.68
"5234" "Tumor" "MUC1" -1.37
"5235" "Tumor" "MUC1" 1.26
"5236" "Tumor" "MUC1" 2
"5237" "Tumor" "MUC1" 4.12
"5238" "Tumor" "MUC1" 1.9
"5239" "Tumor" "MUC1" -0.48
"5240" "Tumor" "MUC1" 1.46
"5241" "Tumor" "MUC1" 1.58
"5242" "Tumor" "MUC1" 2.86
"5243" "Tumor" "MUC1" 3.04
"5244" "Tumor" "MUC1" -0.15
"5245" "Tumor" "MUC1" 1.28
"5246" "Tumor" "MUC1" 3.01
"5247" "Tumor" "MUC1" -0.24
"5248" "Tumor" "MUC1" 2.03
"5249" "Tumor" "MUC1" 2.66
"5250" "Tumor" "MUC1" 1.55
"5251" "Tumor" "MUC1" 1.01
"5252" "Tumor" "MUC1" -2.58
"5253" "Tumor" "MUC1" -0.97
"5254" "Tumor" "MUC1" 3.45
"5255" "Tumor" "MUC1" -0.4
"5256" "Tumor" "MUC1" 3.24
"5257" "Tumor" "MUC1" 2.82
"5258" "Tumor" "MUC1" 3.04
"5259" "Tumor" "MUC1" -0.11
"5260" "Tumor" "MUC1" 1.04
"5261" "Tumor" "MUC1" 2.26
"5262" "Tumor" "MUC1" 1.06
"5263" "Tumor" "MUC1" 0.64
"5264" "Tumor" "MUC1" 2.93
"5265" "Tumor" "MUC1" 2.96
"5266" "Tumor" "MUC1" 2.15
"5267" "Tumor" "MUC1" 2.5
"5268" "Tumor" "MUC1" 0.02
"5269" "Tumor" "MUC1" 2.27
"5270" "Tumor" "MUC1" 2.59
"5271" "Tumor" "MUC1" 2.74
"5272" "Tumor" "MUC1" -0.5
"5273" "Tumor" "MUC1" 3.45
"5274" "Tumor" "MUC1" 2.34
"5275" "Tumor" "MUC1" 1.19
"5276" "Tumor" "MUC1" 2.56
"5277" "Tumor" "MUC1" 1.13
"5278" "Tumor" "MUC1" 2.52
"5279" "Tumor" "MUC1" 2.88
"5280" "Tumor" "MUC1" 2.72
"5281" "Tumor" "MUC1" 3.24
"5282" "Tumor" "MUC1" 2.69
"5283" "Tumor" "MUC1" 3.67
"5284" "Tumor" "MUC1" 0.46
"5285" "Tumor" "MUC1" 3.7
"5286" "Tumor" "MUC1" 3.11
"5287" "Tumor" "MUC1" 2.21
"5288" "Tumor" "MUC1" 2.71
"5289" "Tumor" "MUC1" 2.85
"5290" "Tumor" "MUC1" 2.76
"5291" "Tumor" "MUC1" 2.31
"5292" "Tumor" "MUC1" 0.87
"5293" "Tumor" "MUC1" 2.75
"5294" "Tumor" "MUC1" 3.32
"5295" "Tumor" "MUC1" 1.26
"5296" "Tumor" "MUC1" 1.92
"5297" "Tumor" "MUC1" 3.47
"5298" "Tumor" "MUC1" 1.69
"5299" "Tumor" "MUC1" 3.78
"5300" "Tumor" "MUC1" -1.92
"5301" "Tumor" "MUC1" -2.79
"5302" "Tumor" "MUC1" 1.38
"5303" "Tumor" "MUC1" 2.15
"5304" "Tumor" "MUC1" -2.4
"5305" "Tumor" "MUC1" 3.79
"5306" "Tumor" "MUC1" 2.97
"5307" "Tumor" "MUC1" 0.23
"5308" "Tumor" "MUC1" 0.87
"5309" "Tumor" "MUC1" -0.05
"5310" "Tumor" "MUC1" 3.56
"5311" "Tumor" "MUC1" 1.49
"5312" "Tumor" "MUC1" 0.04
"5313" "Tumor" "MUC1" 2.27
"5314" "Tumor" "MUC1" 2.79
"5315" "Tumor" "MUC1" 2.15
"5316" "Tumor" "MUC1" 3.03
"5317" "Tumor" "MUC1" -1.05
"5318" "Tumor" "MUC1" 1.99
"5319" "Tumor" "MUC1" 2.25
"5320" "Tumor" "MUC1" 2.71
"5321" "Tumor" "MUC1" 3.1
"5322" "Tumor" "MUC1" 2.67
"5323" "Tumor" "MUC1" -2.35
"5324" "Tumor" "MUC1" 0.73
"5325" "Tumor" "MUC1" -1.9
"5326" "Tumor" "MUC1" 3.08
"5327" "Tumor" "MUC1" 3.37
"5328" "Tumor" "MUC1" 3.3
"5329" "Tumor" "MUC1" 3.1
"5330" "Tumor" "MUC1" 2.72
"5331" "Tumor" "MUC1" 2.66
"5332" "Tumor" "MUC1" 3.27
"5333" "Tumor" "MUC1" 2.35
"5334" "Tumor" "MUC1" 1
"5335" "Tumor" "MUC1" 2.67
"5336" "Tumor" "MUC1" 1.84
"5337" "Tumor" "MUC1" 0.12
"5338" "Tumor" "MUC1" 3.09
"5339" "Tumor" "MUC1" 2.21
"5340" "Tumor" "MUC1" 1.79
"5341" "Tumor" "MUC1" 2.86
"5342" "Tumor" "MUC1" 3.7
"5343" "Tumor" "MUC1" -1.66
"5344" "Tumor" "MUC1" -1.55
"5345" "Tumor" "MUC1" 3.39
"5346" "Tumor" "MUC1" 2.95
"5347" "Tumor" "MUC1" 3.83
"5348" "Tumor" "MUC1" 1.47
"5349" "Tumor" "MUC1" 2.07
"5350" "Tumor" "MUC1" 0.05
"5351" "Tumor" "MUC1" 1.64
"5352" "Tumor" "MUC1" 1.21
"5353" "Tumor" "MUC1" 0.95
"5354" "Tumor" "MUC1" 2.74
"5355" "Tumor" "MUC1" 2.52
"5356" "Tumor" "MUC1" 1.11
"5357" "Tumor" "MUC1" 2.76
"5358" "Tumor" "MUC1" 3.32
"5359" "Tumor" "MUC1" 1.58
"5360" "Tumor" "MUC1" 3.08
"5361" "Tumor" "MUC1" 2.99
"5362" "Tumor" "MUC1" -0.66
"5363" "Tumor" "MUC1" 2.81
"5364" "Tumor" "MUC1" 3.19
"5365" "Tumor" "MUC1" 2.48
"5366" "Tumor" "MUC1" 3.4
"5367" "Tumor" "MUC1" 3.27
"5368" "Tumor" "MUC1" 2.59
"5369" "Tumor" "MUC1" 3.5
"5370" "Tumor" "MUC1" 2.41
"5371" "Tumor" "MUC1" 3.19
"5372" "Tumor" "MUC1" 3.36
"5373" "Tumor" "MUC1" 0.44
"5374" "Tumor" "MUC1" 2.82
"5375" "Tumor" "MUC1" 3.84
"5376" "Tumor" "MUC1" 3.29
"5377" "Tumor" "MUC1" 2.6
"5378" "Tumor" "MUC1" 1.32
"5379" "Tumor" "MUC1" 3.07
"5380" "Tumor" "MUC1" 1.86
"5381" "Tumor" "MUC1" 2.55
"5382" "Tumor" "MUC1" 2.87
"5383" "Tumor" "MUC1" 3.22
"5384" "Tumor" "MUC1" 3.74
"5385" "Tumor" "MUC1" 2.06
"5386" "Tumor" "MUC1" 4.05
"5387" "Tumor" "MUC1" 3.62
"5388" "Tumor" "MUC1" 2.96
"5389" "Tumor" "MUC1" 2.54
"5390" "Tumor" "MUC1" 3.54
"5391" "Tumor" "MUC1" 2.34
"5392" "Tumor" "MUC1" 2.83
"5393" "Tumor" "MUC1" 2.53
"5394" "Tumor" "MUC1" 2.51
"5395" "Tumor" "MUC1" 2.96
"5396" "Tumor" "MUC1" 1.69
"5397" "Tumor" "MUC1" 0.91
"5398" "Tumor" "MUC1" 2.94
"5399" "Tumor" "MUC1" 2.23
"5400" "Tumor" "MUC1" 2.34
"5401" "Tumor" "MUC1" 1.3
"5402" "Tumor" "MUC1" 0.41
"5403" "Tumor" "MUC1" 1.21
"5404" "Tumor" "MUC1" 2.3
"5405" "Tumor" "MUC1" 1.12
"5406" "Tumor" "MUC1" 0.26
"5407" "Tumor" "MUC1" -2.39
"5408" "Tumor" "MUC1" 3.15
"5409" "Tumor" "MUC1" -0.95
"5410" "Tumor" "MUC1" 2.25
"5411" "Tumor" "MUC1" 2.89
"5412" "Tumor" "MUC1" -2.08
"5413" "Tumor" "MUC1" 3.05
"5414" "Tumor" "MUC1" 2.66
"5415" "Tumor" "MUC1" 2.48
"5416" "Tumor" "MUC1" 3.42
"5417" "Tumor" "MUC1" 2.64
"5418" "Tumor" "MUC1" 1.99
"5419" "Tumor" "MUC1" 3.35
"5420" "Tumor" "MUC1" 1.04
"5421" "Tumor" "MUC1" -0.39
"5422" "Tumor" "MUC1" 1.3
"5423" "Tumor" "MUC1" -1.85
"5424" "Tumor" "MUC1" 3.46
"5425" "Tumor" "MUC1" 2.26
"5426" "Tumor" "MUC1" 3.34
"5427" "Tumor" "MUC1" 3.92
"5428" "Tumor" "MUC1" 3.84
"5429" "Tumor" "MUC1" 1.03
"5430" "Tumor" "MUC1" 0.4
"5431" "Tumor" "MUC1" 1.88
"5432" "Tumor" "MUC1" 2.8
"5433" "Tumor" "MUC1" 1.98
"5434" "Tumor" "MUC1" 2.8
"5435" "Tumor" "MUC1" 0.93
"5436" "Tumor" "MUC1" 2.03
"5437" "Tumor" "MUC1" 1.71
"5438" "Tumor" "MUC1" -1.27
"5439" "Tumor" "MUC1" 1.35
"5440" "Tumor" "MUC1" 1.25
"5441" "Tumor" "MUC1" 2.25
"5442" "Tumor" "MUC1" 1.47
"5443" "Tumor" "MUC1" 1.4
"5444" "Tumor" "MUC1" -0.19
"5445" "Tumor" "MUC1" 2.72
"5446" "Tumor" "MUC1" 3.4
"5447" "Tumor" "MUC1" 1.31
"5448" "Tumor" "MUC1" 2.12
"5449" "Tumor" "MUC1" 3.5
"5450" "Tumor" "MUC1" 0.41
"5451" "Tumor" "MUC1" 3.43
"5452" "Tumor" "MUC1" 2.08
"5453" "Tumor" "MUC1" -0.02
"5454" "Tumor" "MUC1" 3.03
"5455" "Tumor" "MUC1" 3.33
"5456" "Tumor" "MUC1" 3.17
"5457" "Tumor" "MUC1" 1.04
"5458" "Tumor" "MUC1" 0.78
"5459" "Tumor" "MUC1" 3.06
"5460" "Tumor" "MUC1" -0.29
"5461" "Tumor" "MUC1" 3.37
"5462" "Tumor" "MUC1" 1.67
"5463" "Tumor" "MUC1" 3.57
"5464" "Tumor" "MUC1" 1.43
"5465" "Tumor" "MUC1" 3.62
"5466" "Tumor" "MUC1" -0.32
"5467" "Tumor" "MUC1" 3.62
"5468" "Tumor" "MUC1" 3.07
"5469" "Tumor" "MUC1" 3.13
"5470" "Tumor" "MUC1" 2.73
"5471" "Tumor" "MUC1" 2.91
"5472" "Tumor" "MUC1" -1.01
"5473" "Tumor" "MUC1" 2.57
"5474" "Tumor" "MUC1" -1.7
"5475" "Tumor" "MUC1" -0.59
"5476" "Tumor" "MUC1" 1.75
"5477" "Tumor" "MUC1" 0.67
"5478" "Tumor" "MUC1" 0.15
"5479" "Tumor" "MUC1" 1.88
"5480" "Tumor" "MUC1" 2.77
"5481" "Tumor" "MUC1" 1.25
"5482" "Tumor" "MUC1" 1.43
"5483" "Tumor" "MUC1" -1.7
"5484" "Tumor" "MUC1" 1.11
"5485" "Tumor" "MUC1" 3.52
"5486" "Tumor" "MUC1" 2.64
"5487" "Tumor" "MUC1" 0.78
"5488" "Tumor" "MUC1" 2.49
"5489" "Tumor" "MUC1" 2.44
"5490" "Tumor" "MUC1" 2.46
"5491" "Tumor" "MUC1" 3.2
"5492" "Tumor" "MUC1" 1.7
"5493" "Tumor" "MUC1" -1.49
"5494" "Tumor" "MUC1" 1.22
"5495" "Tumor" "MUC1" 2.05
"5496" "Tumor" "MUC1" 2.27
"5497" "Tumor" "MUC1" 3.53
"5498" "Tumor" "MUC1" 3.43
"5499" "Tumor" "MUC1" 0.56
"5500" "Tumor" "MUC1" 2.02
"5501" "Tumor" "MUC1" 0.21
"5502" "Tumor" "MUC1" -0.16
"5503" "Tumor" "MUC1" 3.87
"5504" "Tumor" "MUC1" 3.59
"5505" "Tumor" "MUC1" 1.9
"5506" "Tumor" "MUC1" -0.76
"5507" "Tumor" "MUC1" 3.47
"5508" "Tumor" "MUC1" 2.49
"5509" "Tumor" "MUC1" 0.23
"5510" "Tumor" "MUC1" -0.41
"5511" "Tumor" "MUC1" 2.29
"5512" "Tumor" "MUC1" 0.15
"5513" "Tumor" "MUC1" 3.08
"5514" "Tumor" "MUC1" 3.05
"5515" "Tumor" "MUC1" 3.15
"5516" "Tumor" "MUC1" 3.17
"5517" "Tumor" "MUC1" 2.23
"5518" "Tumor" "MUC1" 1.5
"5519" "Tumor" "MUC1" 2.96
"5520" "Tumor" "MUC1" 3.51
"5521" "Tumor" "MUC1" 2.14
"5522" "Tumor" "MUC1" 3.08
"5523" "Tumor" "MUC1" 3.06
"5524" "Tumor" "MUC1" -0.1
"5525" "Tumor" "MUC1" 1.23
"5526" "Tumor" "MUC1" 2.95
"5527" "Tumor" "MUC1" -0.57
"5528" "Tumor" "MUC1" 0.68
"5529" "Tumor" "MUC1" 2.69
"5530" "Tumor" "MUC1" 3.53
"5531" "Tumor" "MUC1" 3.23
"5532" "Tumor" "MUC1" 1.29
"5533" "Tumor" "MUC1" 0.62
"5534" "Tumor" "MUC1" 2.75
"5535" "Tumor" "MUC1" 2.84
"5536" "Tumor" "MUC1" 3.57
"5537" "Tumor" "MUC1" 1.94
"5538" "Tumor" "MUC1" 1.78
"5539" "Tumor" "MUC1" 0.78
"5540" "Tumor" "MUC1" 1.17
"5541" "Tumor" "MUC1" 1.88
"5542" "Tumor" "MUC1" 2.38
"5543" "Tumor" "MUC1" 2.81
"5544" "Tumor" "MUC1" 2.33
"5545" "Tumor" "MUC1" 3.08
"5546" "Tumor" "MUC1" 0.74
"5547" "Tumor" "MUC1" 1.94
"5548" "Tumor" "MUC1" 3.06
"5549" "Tumor" "MUC1" 3.13
"5550" "Tumor" "MUC1" 1.4
"5551" "Tumor" "MUC1" 2.99
"5552" "Tumor" "MUC1" 2.31
"5553" "Tumor" "MUC1" 2.27
"5554" "Tumor" "MUC1" 0.81
"5555" "Tumor" "MUC1" 2.94
"5556" "Tumor" "MUC1" 1.98
"5557" "Tumor" "MUC1" 3.49
"5558" "Tumor" "MUC1" 1.16
"5559" "Tumor" "MUC1" 2.9
"5560" "Tumor" "MUC1" 3.89
"5561" "Tumor" "MUC1" 4.28
"5562" "Tumor" "MUC1" 2.08
"5563" "Tumor" "MUC1" 1.08
"5564" "Tumor" "MUC1" 2.71
"5565" "Tumor" "MUC1" 1.61
"5566" "Tumor" "MUC1" -2.34
"5567" "Tumor" "MUC1" 2.97
"5568" "Tumor" "MUC1" 1.49
"5569" "Tumor" "MUC1" 2.42
"5570" "Tumor" "MUC1" -2.09
"5571" "Tumor" "MUC1" 2.37
"5572" "Tumor" "MUC1" -2.34
"5573" "Tumor" "MUC1" 1.07
